DeathMaritalStatusMaritalStatusDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Married,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),4700,15.4,5865
Married but Separated,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),49,0.4,5868
Married but Separated,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),0,N/A,5871
Married but Separated,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),49,0.2,5874
Widowed,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),5985,37.9,5877
Widowed,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),7,N/A,5880
Widowed,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),5992,19.0,5883
Divorced,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),2467,16.1,5886
Divorced,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),2,N/A,5889
Divorced,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),2469,8.0,5892
Never Married,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),1852,13.8,5895
Never Married,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),5,N/A,5898
Never Married,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),1857,6.9,5901
Unknown,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),70,0.5,5904
Unknown,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),0,N/A,5907
Unknown,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),70,0.2,5910
Total,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),15119,99.4,5913
Total,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),18,0.1,5916
Total,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),15137,49.8,5919
Married,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),279,2.2,5922
Married,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5925
Married,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),279,1.1,5928
Married but Separated,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),13,0.1,5931
Married but Separated,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5934
Married but Separated,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),13,0.1,5937
Widowed,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),86,0.6,5940
Widowed,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5943
Widowed,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),86,0.3,5946
Divorced,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),204,1.6,5949
Divorced,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5952
Divorced,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),204,0.8,5955
Never Married,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),506,4.7,5958
Never Married,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5961
Never Married,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),506,2.3,5964
Unknown,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),4,N/A,5967
Unknown,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5970
Unknown,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),4,N/A,5973
Total,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1092,9.2,5976
Total,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,5979
Total,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1092,4.6,5982
Married,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),6,N/A,5985
Married,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,5988
Married,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),6,N/A,5991
Married but Separated,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,5994
Married but Separated,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,5997
Married but Separated,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6000
Widowed,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,6003
Widowed,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6006
Widowed,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,6009
Divorced,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,6012
Divorced,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6015
Divorced,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,6018
Never Married,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),12,0.1,6021
Never Married,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6024
Never Married,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),12,0.1,6027
Unknown,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6030
Unknown,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6033
Unknown,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6036
Total,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.2,6039
Total,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,6042
Total,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.1,6045
Married,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),9,N/A,6048
Married,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6051
Married,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),9,N/A,6054
Married but Separated,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6057
Married but Separated,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6060
Married but Separated,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6063
Widowed,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,6066
Widowed,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6069
Widowed,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,6072
Divorced,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),8,N/A,6075
Divorced,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6078
Divorced,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),8,N/A,6081
Never Married,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),18,0.2,6084
Never Married,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6087
Never Married,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),18,0.1,6090
Unknown,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6093
Unknown,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6096
Unknown,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6099
Total,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.3,6102
Total,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,6105
Total,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.2,6108
Married,2020 **,Falls (W00-W19),527,3.5,6111
Married,2021 **,Falls (W00-W19),0,N/A,6114
Married,Total,Falls (W00-W19),527,1.7,6117
Married but Separated,2020 **,Falls (W00-W19),1,N/A,6120
Married but Separated,2021 **,Falls (W00-W19),0,N/A,6123
Married but Separated,Total,Falls (W00-W19),1,N/A,6126
Widowed,2020 **,Falls (W00-W19),661,4.2,6129
Widowed,2021 **,Falls (W00-W19),0,N/A,6132
Widowed,Total,Falls (W00-W19),661,2.1,6135
Divorced,2020 **,Falls (W00-W19),194,1.3,6138
Divorced,2021 **,Falls (W00-W19),0,N/A,6141
Divorced,Total,Falls (W00-W19),194,0.6,6144
Never Married,2020 **,Falls (W00-W19),123,0.9,6147
Never Married,2021 **,Falls (W00-W19),0,N/A,6150
Never Married,Total,Falls (W00-W19),123,0.4,6153
Unknown,2020 **,Falls (W00-W19),1,N/A,6156
Unknown,2021 **,Falls (W00-W19),0,N/A,6159
Unknown,Total,Falls (W00-W19),1,N/A,6162
Total,2020 **,Falls (W00-W19),1507,9.8,6165
Total,2021 **,Falls (W00-W19),0,N/A,6168
Total,Total,Falls (W00-W19),1507,4.9,6171
Married,2020 **,Accidental discharge of firearms (W32-W34),3,N/A,6174
Married,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,6177
Married,Total,Accidental discharge of firearms (W32-W34),4,N/A,6180
Married but Separated,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,6183
Married but Separated,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,6186
Married but Separated,Total,Accidental discharge of firearms (W32-W34),0,N/A,6189
Widowed,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,6192
Widowed,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,6195
Widowed,Total,Accidental discharge of firearms (W32-W34),0,N/A,6198
Divorced,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,6201
Divorced,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,6204
Divorced,Total,Accidental discharge of firearms (W32-W34),0,N/A,6207
Never Married,2020 **,Accidental discharge of firearms (W32-W34),9,N/A,6210
Never Married,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,6213
Never Married,Total,Accidental discharge of firearms (W32-W34),9,N/A,6216
Unknown,2020 **,Accidental discharge of firearms (W32-W34),1,N/A,6219
Unknown,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,6222
Unknown,Total,Accidental discharge of firearms (W32-W34),1,N/A,6225
Total,2020 **,Accidental discharge of firearms (W32-W34),13,0.1,6228
Total,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,6231
Total,Total,Accidental discharge of firearms (W32-W34),14,0.1,6234
Married,2020 **,Accidental drowning and submersion (W65-W74),24,0.2,6237
Married,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6240
Married,Total,Accidental drowning and submersion (W65-W74),24,0.1,6243
Married but Separated,2020 **,Accidental drowning and submersion (W65-W74),0,N/A,6246
Married but Separated,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6249
Married but Separated,Total,Accidental drowning and submersion (W65-W74),0,N/A,6252
Widowed,2020 **,Accidental drowning and submersion (W65-W74),5,N/A,6255
Widowed,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6258
Widowed,Total,Accidental drowning and submersion (W65-W74),5,N/A,6261
Divorced,2020 **,Accidental drowning and submersion (W65-W74),19,0.2,6264
Divorced,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6267
Divorced,Total,Accidental drowning and submersion (W65-W74),19,0.1,6270
Never Married,2020 **,Accidental drowning and submersion (W65-W74),72,0.7,6273
Never Married,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6276
Never Married,Total,Accidental drowning and submersion (W65-W74),72,0.3,6279
Unknown,2020 **,Accidental drowning and submersion (W65-W74),1,N/A,6282
Unknown,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6285
Unknown,Total,Accidental drowning and submersion (W65-W74),1,N/A,6288
Total,2020 **,Accidental drowning and submersion (W65-W74),121,1.0,6291
Total,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,6294
Total,Total,Accidental drowning and submersion (W65-W74),121,0.5,6297
Married,2020 **,Accidental exposure to smoke fire and flames (X00-X09),22,0.2,6300
Married,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6303
Married,Total,Accidental exposure to smoke fire and flames (X00-X09),22,0.1,6306
Married but Separated,2020 **,Accidental exposure to smoke fire and flames (X00-X09),1,N/A,6309
Married but Separated,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6312
Married but Separated,Total,Accidental exposure to smoke fire and flames (X00-X09),1,N/A,6315
Widowed,2020 **,Accidental exposure to smoke fire and flames (X00-X09),17,0.1,6318
Widowed,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6321
Widowed,Total,Accidental exposure to smoke fire and flames (X00-X09),17,0.1,6324
Divorced,2020 **,Accidental exposure to smoke fire and flames (X00-X09),18,0.1,6327
Divorced,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6330
Divorced,Total,Accidental exposure to smoke fire and flames (X00-X09),18,0.1,6333
Never Married,2020 **,Accidental exposure to smoke fire and flames (X00-X09),27,0.2,6336
Never Married,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6339
Never Married,Total,Accidental exposure to smoke fire and flames (X00-X09),27,0.1,6342
Unknown,2020 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6345
Unknown,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6348
Unknown,Total,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6351
Total,2020 **,Accidental exposure to smoke fire and flames (X00-X09),85,0.6,6354
Total,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,6357
Total,Total,Accidental exposure to smoke fire and flames (X00-X09),85,0.3,6360
Married,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),651,5.8,6363
Married,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6366
Married,Total,Accidental poisoning and exposure to noxious substances (X40-X49),651,2.9,6369
Married but Separated,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),56,0.5,6372
Married but Separated,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6375
Married but Separated,Total,Accidental poisoning and exposure to noxious substances (X40-X49),56,0.3,6378
Widowed,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),139,1.1,6381
Widowed,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6384
Widowed,Total,Accidental poisoning and exposure to noxious substances (X40-X49),139,0.5,6387
Divorced,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),990,8.5,6390
Divorced,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6393
Divorced,Total,Accidental poisoning and exposure to noxious substances (X40-X49),990,4.2,6396
Never Married,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),2225,20.9,6399
Never Married,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6402
Never Married,Total,Accidental poisoning and exposure to noxious substances (X40-X49),2225,10.4,6405
Unknown,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),46,0.4,6408
Unknown,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6411
Unknown,Total,Accidental poisoning and exposure to noxious substances (X40-X49),46,0.2,6414
Total,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),4107,37.2,6417
Total,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,6420
Total,Total,Accidental poisoning and exposure to noxious substances (X40-X49),4107,18.6,6423
Married,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),215,1.5,6426
Married,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,6429
Married,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),216,0.7,6432
Married but Separated,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),2,N/A,6435
Married but Separated,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,6438
Married but Separated,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),2,N/A,6441
Widowed,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),206,1.3,6444
Widowed,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,6447
Widowed,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),206,0.7,6450
Divorced,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),101,0.7,6453
Divorced,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,6456
Divorced,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),101,0.3,6459
