DeathEducationLevelEducationLevel,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
HIGH SCHOOL GRADUATE OR GED,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),9,N/A,8568
HIGH SCHOOL GRADUATE OR GED,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8571
HIGH SCHOOL GRADUATE OR GED,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),9,N/A,8574
COLLEGE BUT NO DEGREE,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,8577
COLLEGE BUT NO DEGREE,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8580
COLLEGE BUT NO DEGREE,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,8583
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8586
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8589
ASSOCIATE DEGREE (E.G. AA AS),Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8592
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8595
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8598
BACHELORS DEGREE (E.G. BA AB BS),Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8601
MASTERS DEGREE (E.G. MA MS..),2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,8604
MASTERS DEGREE (E.G. MA MS..),2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8607
MASTERS DEGREE (E.G. MA MS..),Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),2,N/A,8610
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8613
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8616
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),1,N/A,8619
UNKNOWN,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8622
UNKNOWN,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8625
UNKNOWN,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8628
Total,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.2,8631
Total,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,8634
Total,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.1,8637
8TH GRADE OR LESS,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),3,N/A,8640
8TH GRADE OR LESS,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8643
8TH GRADE OR LESS,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),3,N/A,8646
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8649
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8652
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8655
HIGH SCHOOL GRADUATE OR GED,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),17,0.1,8658
HIGH SCHOOL GRADUATE OR GED,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8661
HIGH SCHOOL GRADUATE OR GED,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),17,0.1,8664
COLLEGE BUT NO DEGREE,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),6,N/A,8667
COLLEGE BUT NO DEGREE,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8670
COLLEGE BUT NO DEGREE,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),6,N/A,8673
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8676
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8679
ASSOCIATE DEGREE (E.G. AA AS),Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8682
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),5,N/A,8685
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8688
BACHELORS DEGREE (E.G. BA AB BS),Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),5,N/A,8691
MASTERS DEGREE (E.G. MA MS..),2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),2,N/A,8694
MASTERS DEGREE (E.G. MA MS..),2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8697
MASTERS DEGREE (E.G. MA MS..),Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),2,N/A,8700
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8703
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8706
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),1,N/A,8709
UNKNOWN,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8712
UNKNOWN,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8715
UNKNOWN,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8718
Total,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.3,8721
Total,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,8724
Total,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.2,8727
8TH GRADE OR LESS,2020 **,Falls (W00-W19),82,0.5,8730
8TH GRADE OR LESS,2021 **,Falls (W00-W19),0,N/A,8733
8TH GRADE OR LESS,Total,Falls (W00-W19),82,0.3,8736
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Falls (W00-W19),141,0.9,8739
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Falls (W00-W19),0,N/A,8742
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Falls (W00-W19),141,0.5,8745
HIGH SCHOOL GRADUATE OR GED,2020 **,Falls (W00-W19),780,5.0,8748
HIGH SCHOOL GRADUATE OR GED,2021 **,Falls (W00-W19),0,N/A,8751
HIGH SCHOOL GRADUATE OR GED,Total,Falls (W00-W19),780,2.5,8754
COLLEGE BUT NO DEGREE,2020 **,Falls (W00-W19),130,0.9,8757
COLLEGE BUT NO DEGREE,2021 **,Falls (W00-W19),0,N/A,8760
COLLEGE BUT NO DEGREE,Total,Falls (W00-W19),130,0.4,8763
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Falls (W00-W19),75,0.5,8766
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Falls (W00-W19),0,N/A,8769
ASSOCIATE DEGREE (E.G. AA AS),Total,Falls (W00-W19),75,0.2,8772
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Falls (W00-W19),165,1.1,8775
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Falls (W00-W19),0,N/A,8778
BACHELORS DEGREE (E.G. BA AB BS),Total,Falls (W00-W19),165,0.5,8781
MASTERS DEGREE (E.G. MA MS..),2020 **,Falls (W00-W19),86,0.6,8784
MASTERS DEGREE (E.G. MA MS..),2021 **,Falls (W00-W19),0,N/A,8787
MASTERS DEGREE (E.G. MA MS..),Total,Falls (W00-W19),86,0.3,8790
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Falls (W00-W19),31,0.2,8793
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Falls (W00-W19),0,N/A,8796
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Falls (W00-W19),31,0.1,8799
UNKNOWN,2020 **,Falls (W00-W19),17,0.1,8802
UNKNOWN,2021 **,Falls (W00-W19),0,N/A,8805
UNKNOWN,Total,Falls (W00-W19),17,0.1,8808
Total,2020 **,Falls (W00-W19),1507,9.8,8811
Total,2021 **,Falls (W00-W19),0,N/A,8814
Total,Total,Falls (W00-W19),1507,4.9,8817
8TH GRADE OR LESS,2020 **,Accidental discharge of firearms (W32-W34),4,N/A,8820
8TH GRADE OR LESS,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8823
8TH GRADE OR LESS,Total,Accidental discharge of firearms (W32-W34),4,N/A,8826
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Accidental discharge of firearms (W32-W34),1,N/A,8829
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8832
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Accidental discharge of firearms (W32-W34),1,N/A,8835
HIGH SCHOOL GRADUATE OR GED,2020 **,Accidental discharge of firearms (W32-W34),6,N/A,8838
HIGH SCHOOL GRADUATE OR GED,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,8841
HIGH SCHOOL GRADUATE OR GED,Total,Accidental discharge of firearms (W32-W34),7,N/A,8844
COLLEGE BUT NO DEGREE,2020 **,Accidental discharge of firearms (W32-W34),1,N/A,8847
COLLEGE BUT NO DEGREE,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8850
COLLEGE BUT NO DEGREE,Total,Accidental discharge of firearms (W32-W34),1,N/A,8853
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Accidental discharge of firearms (W32-W34),1,N/A,8856
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8859
ASSOCIATE DEGREE (E.G. AA AS),Total,Accidental discharge of firearms (W32-W34),1,N/A,8862
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Accidental discharge of firearms (W32-W34),0,N/A,8865
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8868
BACHELORS DEGREE (E.G. BA AB BS),Total,Accidental discharge of firearms (W32-W34),0,N/A,8871
MASTERS DEGREE (E.G. MA MS..),2020 **,Accidental discharge of firearms (W32-W34),0,N/A,8874
MASTERS DEGREE (E.G. MA MS..),2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8877
MASTERS DEGREE (E.G. MA MS..),Total,Accidental discharge of firearms (W32-W34),0,N/A,8880
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,8883
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8886
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Accidental discharge of firearms (W32-W34),0,N/A,8889
UNKNOWN,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,8892
UNKNOWN,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,8895
UNKNOWN,Total,Accidental discharge of firearms (W32-W34),0,N/A,8898
Total,2020 **,Accidental discharge of firearms (W32-W34),13,0.1,8901
Total,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,8904
Total,Total,Accidental discharge of firearms (W32-W34),14,0.1,8907
8TH GRADE OR LESS,2020 **,Accidental drowning and submersion (W65-W74),36,0.3,8910
8TH GRADE OR LESS,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8913
8TH GRADE OR LESS,Total,Accidental drowning and submersion (W65-W74),36,0.2,8916
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Accidental drowning and submersion (W65-W74),15,0.1,8919
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8922
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Accidental drowning and submersion (W65-W74),15,0.1,8925
HIGH SCHOOL GRADUATE OR GED,2020 **,Accidental drowning and submersion (W65-W74),43,0.3,8928
HIGH SCHOOL GRADUATE OR GED,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8931
HIGH SCHOOL GRADUATE OR GED,Total,Accidental drowning and submersion (W65-W74),43,0.2,8934
COLLEGE BUT NO DEGREE,2020 **,Accidental drowning and submersion (W65-W74),14,0.1,8937
COLLEGE BUT NO DEGREE,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8940
COLLEGE BUT NO DEGREE,Total,Accidental drowning and submersion (W65-W74),14,0.1,8943
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Accidental drowning and submersion (W65-W74),2,N/A,8946
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8949
ASSOCIATE DEGREE (E.G. AA AS),Total,Accidental drowning and submersion (W65-W74),2,N/A,8952
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Accidental drowning and submersion (W65-W74),2,N/A,8955
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8958
BACHELORS DEGREE (E.G. BA AB BS),Total,Accidental drowning and submersion (W65-W74),2,N/A,8961
MASTERS DEGREE (E.G. MA MS..),2020 **,Accidental drowning and submersion (W65-W74),6,N/A,8964
MASTERS DEGREE (E.G. MA MS..),2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8967
MASTERS DEGREE (E.G. MA MS..),Total,Accidental drowning and submersion (W65-W74),6,N/A,8970
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Accidental drowning and submersion (W65-W74),0,N/A,8973
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8976
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Accidental drowning and submersion (W65-W74),0,N/A,8979
UNKNOWN,2020 **,Accidental drowning and submersion (W65-W74),3,N/A,8982
UNKNOWN,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8985
UNKNOWN,Total,Accidental drowning and submersion (W65-W74),3,N/A,8988
Total,2020 **,Accidental drowning and submersion (W65-W74),121,1.0,8991
Total,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,8994
Total,Total,Accidental drowning and submersion (W65-W74),121,0.5,8997
8TH GRADE OR LESS,2020 **,Accidental exposure to smoke fire and flames (X00-X09),6,N/A,9000
8TH GRADE OR LESS,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9003
8TH GRADE OR LESS,Total,Accidental exposure to smoke fire and flames (X00-X09),6,N/A,9006
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Accidental exposure to smoke fire and flames (X00-X09),9,N/A,9009
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9012
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Accidental exposure to smoke fire and flames (X00-X09),9,N/A,9015
HIGH SCHOOL GRADUATE OR GED,2020 **,Accidental exposure to smoke fire and flames (X00-X09),45,0.3,9018
HIGH SCHOOL GRADUATE OR GED,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9021
HIGH SCHOOL GRADUATE OR GED,Total,Accidental exposure to smoke fire and flames (X00-X09),45,0.2,9024
COLLEGE BUT NO DEGREE,2020 **,Accidental exposure to smoke fire and flames (X00-X09),14,0.1,9027
COLLEGE BUT NO DEGREE,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9030
COLLEGE BUT NO DEGREE,Total,Accidental exposure to smoke fire and flames (X00-X09),14,0.0,9033
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9036
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9039
ASSOCIATE DEGREE (E.G. AA AS),Total,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9042
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Accidental exposure to smoke fire and flames (X00-X09),5,N/A,9045
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9048
BACHELORS DEGREE (E.G. BA AB BS),Total,Accidental exposure to smoke fire and flames (X00-X09),5,N/A,9051
MASTERS DEGREE (E.G. MA MS..),2020 **,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9054
MASTERS DEGREE (E.G. MA MS..),2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9057
MASTERS DEGREE (E.G. MA MS..),Total,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9060
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9063
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9066
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9069
UNKNOWN,2020 **,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9072
UNKNOWN,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9075
UNKNOWN,Total,Accidental exposure to smoke fire and flames (X00-X09),2,N/A,9078
Total,2020 **,Accidental exposure to smoke fire and flames (X00-X09),85,0.6,9081
Total,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,9084
Total,Total,Accidental exposure to smoke fire and flames (X00-X09),85,0.3,9087
8TH GRADE OR LESS,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),98,0.8,9090
8TH GRADE OR LESS,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9093
8TH GRADE OR LESS,Total,Accidental poisoning and exposure to noxious substances (X40-X49),98,0.4,9096
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),780,7.1,9099
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9102
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Accidental poisoning and exposure to noxious substances (X40-X49),780,3.6,9105
HIGH SCHOOL GRADUATE OR GED,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),2296,20.8,9108
HIGH SCHOOL GRADUATE OR GED,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9111
HIGH SCHOOL GRADUATE OR GED,Total,Accidental poisoning and exposure to noxious substances (X40-X49),2296,10.4,9114
COLLEGE BUT NO DEGREE,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),504,4.6,9117
COLLEGE BUT NO DEGREE,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9120
COLLEGE BUT NO DEGREE,Total,Accidental poisoning and exposure to noxious substances (X40-X49),504,2.3,9123
ASSOCIATE DEGREE (E.G. AA AS),2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),168,1.5,9126
ASSOCIATE DEGREE (E.G. AA AS),2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9129
ASSOCIATE DEGREE (E.G. AA AS),Total,Accidental poisoning and exposure to noxious substances (X40-X49),168,0.8,9132
BACHELORS DEGREE (E.G. BA AB BS),2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),152,1.4,9135
BACHELORS DEGREE (E.G. BA AB BS),2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9138
BACHELORS DEGREE (E.G. BA AB BS),Total,Accidental poisoning and exposure to noxious substances (X40-X49),152,0.7,9141
MASTERS DEGREE (E.G. MA MS..),2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),31,0.3,9144
MASTERS DEGREE (E.G. MA MS..),2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9147
MASTERS DEGREE (E.G. MA MS..),Total,Accidental poisoning and exposure to noxious substances (X40-X49),31,0.1,9150
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),8,N/A,9153
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9156
DOCTORATE DEGREE OR PROFESSIONAL DEGREE,Total,Accidental poisoning and exposure to noxious substances (X40-X49),8,N/A,9159
UNKNOWN,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),70,0.6,9162
UNKNOWN,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9165
UNKNOWN,Total,Accidental poisoning and exposure to noxious substances (X40-X49),70,0.3,9168
Total,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),4107,37.2,9171
Total,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,9174
Total,Total,Accidental poisoning and exposure to noxious substances (X40-X49),4107,18.6,9177
8TH GRADE OR LESS,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),96,0.9,9180
8TH GRADE OR LESS,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9183
8TH GRADE OR LESS,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),96,0.4,9186
9TH THRU 12TH GRADE; NO DIPLOMA,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),73,0.5,9189
9TH THRU 12TH GRADE; NO DIPLOMA,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9192
9TH THRU 12TH GRADE; NO DIPLOMA,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),73,0.2,9195
HIGH SCHOOL GRADUATE OR GED,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),348,2.4,9198
HIGH SCHOOL GRADUATE OR GED,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,9201
HIGH SCHOOL GRADUATE OR GED,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),349,1.2,9204
COLLEGE BUT NO DEGREE,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),59,0.4,9207
COLLEGE BUT NO DEGREE,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,9210
COLLEGE BUT NO DEGREE,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),59,0.2,9213
