DeathSexSexDesc,DeathYearYear,DeathCOD113ICDCode113Desc,Deaths,DeathAgeAdjustedRate11,SORT
Female,2020 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),6494,76.8,3312
Female,2021 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),637,7.0,3315
Female,Total,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),7131,41.9,3318
Male,2020 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),7089,112.6,3321
Male,2021 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),686,10.7,3324
Male,Total,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),7775,61.7,3327
Unknown,2020 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),0,N/A,3330
Unknown,2021 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),0,N/A,3333
Unknown,Total,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),0,N/A,3336
Total,2020 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),13583,93.5,3339
Total,2021 **,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),1323,8.7,3342
Total,Total,Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified (R00-R99),14906,51.1,3345
Female,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),8717,96.8,3348
Female,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),8,N/A,3351
Female,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),8725,48.5,3354
Male,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),6402,100.2,3357
Male,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),10,0.2,3360
Male,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),6412,50.2,3363
Unknown,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),0,N/A,3366
Unknown,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),0,N/A,3369
Unknown,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),0,N/A,3372
Total,2020 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),15119,99.4,3375
Total,2021 **,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),18,0.1,3378
Total,Total,All other diseases (Residual) (D65-E07E15-E34E65-F99G04-G12G23-G25G31-H93K00-K22K29-K31K50-K66K71-K72K75-K76K83-M99N13.0-N13.5N13.7-N13.9N14N15.0N15.8-N15.9N20-N23N28-N39N41-N64N80-N98),15137,49.8,3381
Female,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),322,5.3,3384
Female,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3387
Female,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),322,2.7,3390
Male,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),770,13.3,3393
Male,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3396
Male,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),770,6.6,3399
Unknown,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3402
Unknown,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3405
Unknown,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3408
Total,2020 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1092,9.2,3411
Total,2021 **,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),0,N/A,3414
Total,Total,Motor vehicle accidents (V02-V04V09.0V09.2V12-V14V19.0-V19.2V19.4-V19.6V20-V79V80.3-V80.5V81.0-V81.1V82.0-V82.1V83-V86V87.0-V87.8V88.0-V88.8V89.0V89.2),1092,4.6,3417
Female,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),4,N/A,3420
Female,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3423
Female,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),4,N/A,3426
Male,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),18,0.3,3429
Male,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3432
Male,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),18,0.1,3435
Unknown,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3438
Unknown,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3441
Unknown,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3444
Total,2020 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.2,3447
Total,2021 **,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),0,N/A,3450
Total,Total,Other land transport accidents (V01V05-V06V09.1V09.3-V09.9V10-V11V15-V18V19.3V19.8-V19.9V80.0-V80.2V80.6-V80.9V81.2-V81.9V82.2-V82.9V87.9V88.9V89.1V89.3V89.9),22,0.1,3453
Female,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),6,N/A,3456
Female,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3459
Female,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),6,N/A,3462
Male,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),30,0.5,3465
Male,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3468
Male,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),30,0.3,3471
Unknown,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3474
Unknown,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3477
Unknown,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3480
Total,2020 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.3,3483
Total,2021 **,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),0,N/A,3486
Total,Total,Water air and space and other and unspecified transport accidents and their sequelae (V90-V99Y85),36,0.2,3489
Female,2020 **,Falls (W00-W19),787,8.4,3492
Female,2021 **,Falls (W00-W19),0,N/A,3495
Female,Total,Falls (W00-W19),787,4.2,3498
Male,2020 **,Falls (W00-W19),720,11.7,3501
Male,2021 **,Falls (W00-W19),0,N/A,3504
Male,Total,Falls (W00-W19),720,5.8,3507
Unknown,2020 **,Falls (W00-W19),0,N/A,3510
Unknown,2021 **,Falls (W00-W19),0,N/A,3513
Unknown,Total,Falls (W00-W19),0,N/A,3516
Total,2020 **,Falls (W00-W19),1507,9.8,3519
Total,2021 **,Falls (W00-W19),0,N/A,3522
Total,Total,Falls (W00-W19),1507,4.9,3525
Female,2020 **,Accidental discharge of firearms (W32-W34),3,N/A,3528
Female,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,3531
Female,Total,Accidental discharge of firearms (W32-W34),3,N/A,3534
Male,2020 **,Accidental discharge of firearms (W32-W34),10,0.2,3537
Male,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,3540
Male,Total,Accidental discharge of firearms (W32-W34),11,0.1,3543
Unknown,2020 **,Accidental discharge of firearms (W32-W34),0,N/A,3546
Unknown,2021 **,Accidental discharge of firearms (W32-W34),0,N/A,3549
Unknown,Total,Accidental discharge of firearms (W32-W34),0,N/A,3552
Total,2020 **,Accidental discharge of firearms (W32-W34),13,0.1,3555
Total,2021 **,Accidental discharge of firearms (W32-W34),1,N/A,3558
Total,Total,Accidental discharge of firearms (W32-W34),14,0.1,3561
Female,2020 **,Accidental drowning and submersion (W65-W74),37,0.6,3564
Female,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,3567
Female,Total,Accidental drowning and submersion (W65-W74),37,0.3,3570
Male,2020 **,Accidental drowning and submersion (W65-W74),84,1.5,3573
Male,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,3576
Male,Total,Accidental drowning and submersion (W65-W74),84,0.7,3579
Unknown,2020 **,Accidental drowning and submersion (W65-W74),0,N/A,3582
Unknown,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,3585
Unknown,Total,Accidental drowning and submersion (W65-W74),0,N/A,3588
Total,2020 **,Accidental drowning and submersion (W65-W74),121,1.0,3591
Total,2021 **,Accidental drowning and submersion (W65-W74),0,N/A,3594
Total,Total,Accidental drowning and submersion (W65-W74),121,0.5,3597
Female,2020 **,Accidental exposure to smoke fire and flames (X00-X09),36,0.5,3600
Female,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3603
Female,Total,Accidental exposure to smoke fire and flames (X00-X09),36,0.3,3606
Male,2020 **,Accidental exposure to smoke fire and flames (X00-X09),49,0.8,3609
Male,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3612
Male,Total,Accidental exposure to smoke fire and flames (X00-X09),49,0.4,3615
Unknown,2020 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3618
Unknown,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3621
Unknown,Total,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3624
Total,2020 **,Accidental exposure to smoke fire and flames (X00-X09),85,0.6,3627
Total,2021 **,Accidental exposure to smoke fire and flames (X00-X09),0,N/A,3630
Total,Total,Accidental exposure to smoke fire and flames (X00-X09),85,0.3,3633
Female,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),1299,23.6,3636
Female,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3639
Female,Total,Accidental poisoning and exposure to noxious substances (X40-X49),1299,11.8,3642
Male,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),2808,51.0,3645
Male,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3648
Male,Total,Accidental poisoning and exposure to noxious substances (X40-X49),2808,25.5,3651
Unknown,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3654
Unknown,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3657
Unknown,Total,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3660
Total,2020 **,Accidental poisoning and exposure to noxious substances (X40-X49),4107,37.2,3663
Total,2021 **,Accidental poisoning and exposure to noxious substances (X40-X49),0,N/A,3666
Total,Total,Accidental poisoning and exposure to noxious substances (X40-X49),4107,18.6,3669
Female,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),309,3.8,3672
Female,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,3675
Female,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),309,1.9,3678
Male,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),408,6.6,3681
Male,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,3684
Male,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),409,3.3,3687
Unknown,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,3690
Unknown,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,3693
Unknown,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),0,N/A,3696
Total,2020 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),717,5.1,3699
Total,2021 **,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),1,N/A,3702
Total,Total,Other and unspecified nontransport accidents and their sequelae (W20-W31W35-W64W75-W99X10-X39X50-X59Y86),718,2.6,3705
Female,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),93,1.5,3708
Female,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,3711
Female,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),93,0.8,3714
Male,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),728,12.1,3717
Male,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),4,N/A,3720
Male,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),732,6.1,3723
Unknown,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,3726
Unknown,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,3729
Unknown,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),0,N/A,3732
Total,2020 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),821,6.6,3735
Total,2021 **,Intentional self-harm (suicide) by discharge of firearms (X72-X74),4,N/A,3738
Total,Total,Intentional self-harm (suicide) by discharge of firearms (X72-X74),825,3.3,3741
Female,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),176,2.9,3744
Female,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3747
Female,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),176,1.5,3750
Male,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),461,8.3,3753
Male,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3756
Male,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),461,4.2,3759
Unknown,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3762
Unknown,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3765
Unknown,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3768
Total,2020 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,5.6,3771
Total,2021 **,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),0,N/A,3774
Total,Total,Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03X60-X71X75-X84Y87.0),637,2.8,3777
Female,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),118,2.2,3780
Female,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3783
Female,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),118,1.1,3786
Male,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),570,10.5,3789
Male,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3792
Male,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),570,5.2,3795
Unknown,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3798
Unknown,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3801
Unknown,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3804
Total,2020 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,6.4,3807
Total,2021 **,Assault (homicide) by discharge of firearms (*U01.4X93-X95),0,N/A,3810
Total,Total,Assault (homicide) by discharge of firearms (*U01.4X93-X95),688,3.2,3813
Female,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),44,0.8,3816
Female,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3819
Female,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),44,0.4,3822
Male,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),86,1.4,3825
Male,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3828
Male,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),86,0.7,3831
Unknown,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3834
Unknown,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3837
Unknown,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3840
Total,2020 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,1.1,3843
Total,2021 **,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),0,N/A,3846
Total,Total,Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3*U01.5-*U01.9*U02X85-X92X96-Y09Y87.1),130,0.5,3849
Female,2020 **,Legal intervention (Y35Y89.0),0,N/A,3852
Female,2021 **,Legal intervention (Y35Y89.0),0,N/A,3855
Female,Total,Legal intervention (Y35Y89.0),0,N/A,3858
Male,2020 **,Legal intervention (Y35Y89.0),9,N/A,3861
Male,2021 **,Legal intervention (Y35Y89.0),0,N/A,3864
Male,Total,Legal intervention (Y35Y89.0),9,N/A,3867
Unknown,2020 **,Legal intervention (Y35Y89.0),0,N/A,3870
Unknown,2021 **,Legal intervention (Y35Y89.0),0,N/A,3873
Unknown,Total,Legal intervention (Y35Y89.0),0,N/A,3876
Total,2020 **,Legal intervention (Y35Y89.0),9,N/A,3879
Total,2021 **,Legal intervention (Y35Y89.0),0,N/A,3882
Total,Total,Legal intervention (Y35Y89.0),9,N/A,3885
Female,2020 **,Discharge of firearms undetermined intent (Y22-Y24),1,N/A,3888
Female,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3891
Female,Total,Discharge of firearms undetermined intent (Y22-Y24),1,N/A,3894
Male,2020 **,Discharge of firearms undetermined intent (Y22-Y24),10,0.2,3897
Male,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3900
Male,Total,Discharge of firearms undetermined intent (Y22-Y24),10,0.1,3903
Unknown,2020 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3906
Unknown,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3909
Unknown,Total,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3912
Total,2020 **,Discharge of firearms undetermined intent (Y22-Y24),11,0.1,3915
Total,2021 **,Discharge of firearms undetermined intent (Y22-Y24),0,N/A,3918
Total,Total,Discharge of firearms undetermined intent (Y22-Y24),11,0.0,3921
Female,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),21,0.3,3924
Female,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3927
Female,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),21,0.2,3930
Male,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),42,0.8,3933
Male,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3936
Male,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),42,0.4,3939
Unknown,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3942
Unknown,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3945
Unknown,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3948
Total,2020 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),63,0.5,3951
Total,2021 **,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),0,N/A,3954
Total,Total,Other and unspecified events of undetermined intent and their sequelae (Y10-Y21Y25-Y34Y87.2Y89.9),63,0.3,3957
Female,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3960
Female,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3963
Female,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,3966
Male,2020 **,Operations of war and their sequelae (Y36Y89.1),1,N/A,3969
Male,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3972
Male,Total,Operations of war and their sequelae (Y36Y89.1),1,N/A,3975
Unknown,2020 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3978
Unknown,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3981
Unknown,Total,Operations of war and their sequelae (Y36Y89.1),0,N/A,3984
Total,2020 **,Operations of war and their sequelae (Y36Y89.1),1,N/A,3987
Total,2021 **,Operations of war and their sequelae (Y36Y89.1),0,N/A,3990
Total,Total,Operations of war and their sequelae (Y36Y89.1),1,N/A,3993
Female,2020 **,Complications of medical and surgical care (Y40-Y84Y88),110,1.3,3996
